81f9a0170f7aca13a0d1d8e5201c2c186554ce7e,DELETE,regular-file,Mirae-app/src/venv/lib/python3.11/site-packages/pkg_resources/tests/data/my-test-package-zip/my-test-package.zip,1809,
21f4856c363e61f1ba5dfd17d69532c7a95b9df7,DELETE,regular-file,Mirae-app/src/venv/lib/python3.11/site-packages/trimesh/resources/schema/gltf2.schema.zip,24785,
1a0893ca57c6a0c432545275f835597ab2157163,DELETE,regular-file,Mirae-app/src/venv/lib/python3.11/site-packages/trimesh/resources/templates/viewer.zip,173435,
